7.8125e-012	7.8125e-012	-2.431093146
2.34375e-011	7.8125e-012	-2.42565902
3.90625e-011	7.8125e-012	-2.472808336
5.46875e-011	7.8125e-012	-2.483715996
7.03125e-011	7.8125e-012	-2.47907871
8.59375e-011	7.8125e-012	-2.482249164
1.015625e-010	7.8125e-012	-2.503150154
1.171875e-010	7.8125e-012	-2.467967252
1.328125e-010	7.8125e-012	-2.378563217
1.484375e-010	7.8125e-012	-2.307471402
1.640625e-010	7.8125e-012	-2.227659661
1.796875e-010	7.8125e-012	-2.154417459
1.953125e-010	7.8125e-012	-2.099506641
2.109375e-010	7.8125e-012	-2.003998937
2.265625e-010	7.8125e-012	-1.848203972
2.421875e-010	7.8125e-012	-1.697850025
2.578125e-010	7.8125e-012	-1.522232104
2.734375e-010	7.8125e-012	-1.312446614
2.890625e-010	7.8125e-012	-1.048253188
3.046875e-010	7.8125e-012	-0.8388287725
3.203125e-010	7.8125e-012	-0.6689348449
3.359375e-010	7.8125e-012	-0.4028430392
3.515625e-010	7.8125e-012	-0.08941214635
3.671875e-010	7.8125e-012	0.1082956764
3.828125e-010	7.8125e-012	0.2950595869
3.984375e-010	7.8125e-012	0.4822678119
4.140625e-010	7.8125e-012	0.6111427346
4.296875e-010	7.8125e-012	0.6455475838
4.453125e-010	7.8125e-012	0.6957352355
4.609375e-010	7.8125e-012	0.8001744842
4.765625e-010	7.8125e-012	0.82747673
4.921875e-010	7.8125e-012	0.7561818237
5.078125e-010	7.8125e-012	0.7467595626
5.234375e-010	7.8125e-012	0.81243688
5.390625e-010	7.8125e-012	0.7995948495
5.546875e-010	7.8125e-012	0.7011830887
5.703125e-010	7.8125e-012	0.6088228846
5.859375e-010	7.8125e-012	0.5775409842
6.015625e-010	7.8125e-012	0.4534269768
6.171875e-010	7.8125e-012	0.3181368574
6.328125e-010	7.8125e-012	0.2274064898
6.484375e-010	7.8125e-012	0.1500188312
6.640625e-010	7.8125e-012	0.02469412437
6.796875e-010	7.8125e-012	-0.1721893586
6.953125e-010	7.8125e-012	-0.3302227703
7.109375e-010	7.8125e-012	-0.4502297566
7.265625e-010	7.8125e-012	-0.6200422254
7.421875e-010	7.8125e-012	-0.8022678309
7.578125e-010	7.8125e-012	-0.9825419723
7.734375e-010	7.8125e-012	-1.028921269
