    9.99999E-10   -3.49560E-01    0.00000E+00
    9.95176E-10   -2.93820E-01    0.00000E+00
    9.90353E-10   -2.49160E-01    0.00000E+00
    9.85529E-10   -2.15570E-01    0.00000E+00
    9.80706E-10   -1.93050E-01   -2.20804E-01
    9.75882E-10   -1.81610E-01   -2.31637E-01
    9.71059E-10   -2.11910E-01   -2.39251E-01
    9.66235E-10   -2.24830E-01   -2.48632E-01
    9.61412E-10   -1.73670E-01   -2.54952E-01
    9.56588E-10   -1.62120E-01   -2.66194E-01
    9.51765E-10   -2.40010E-01   -2.67376E-01
    9.46941E-10   -2.89610E-01   -2.70602E-01
    9.42118E-10   -3.10430E-01   -2.66822E-01
    9.37294E-10   -2.90540E-01   -2.66170E-01
    9.32471E-10   -2.50140E-01   -2.63677E-01
    9.27647E-10   -2.96340E-01   -2.69952E-01
    9.22823E-10   -2.81710E-01   -2.72459E-01
    9.18000E-10   -2.74850E-01   -2.79776E-01
    9.13176E-10   -1.72750E-01   -2.87214E-01
    9.08353E-10   -2.69050E-01   -3.13474E-01
    9.03529E-10   -2.55590E-01   -3.20226E-01
    8.98706E-10   -3.04560E-01   -3.32870E-01
    8.93882E-10   -2.68100E-01   -3.40684E-01
    8.89059E-10   -3.06620E-01   -3.50003E-01
    8.84235E-10   -3.18900E-01   -3.47346E-01
    8.79412E-10   -3.47560E-01   -3.46684E-01
    8.74588E-10   -3.41800E-01   -3.40826E-01
    8.69765E-10   -4.09090E-01   -3.35460E-01
    8.64941E-10   -3.29810E-01   -3.19176E-01
    8.60118E-10   -3.69390E-01   -3.24032E-01
    8.55294E-10   -3.74890E-01   -3.17166E-01
    8.50471E-10   -3.51970E-01   -3.04876E-01
    8.45647E-10   -2.82700E-01   -3.05826E-01
    8.40824E-10   -3.12950E-01   -3.13484E-01
    8.36000E-10   -2.94830E-01   -3.16274E-01
    8.31176E-10   -2.93510E-01   -3.23954E-01
    8.26353E-10   -2.62530E-01   -3.28827E-01
    8.21529E-10   -3.73520E-01   -3.37297E-01
    8.16706E-10   -3.07590E-01   -3.35118E-01
    8.11882E-10   -2.64280E-01   -3.53880E-01
    8.07059E-10   -3.60520E-01   -3.67283E-01
    8.02235E-10   -3.51630E-01   -3.63990E-01
    7.97412E-10   -3.38060E-01   -3.64723E-01
    7.92588E-10   -3.63950E-01   -3.66294E-01
    7.87765E-10   -3.37360E-01   -3.56453E-01
    7.82941E-10   -3.38760E-01   -3.47860E-01
    7.78118E-10   -3.53910E-01   -3.40506E-01
    7.73294E-10   -4.76450E-01   -3.37004E-01
    7.68471E-10   -3.84910E-01   -3.24707E-01
    7.63647E-10   -3.30880E-01   -3.29484E-01
    7.58824E-10   -3.58230E-01   -3.32510E-01
    7.54000E-10   -3.52200E-01   -3.35811E-01
    7.49176E-10   -2.75380E-01   -3.39108E-01
    7.44353E-10   -2.60020E-01   -3.53636E-01
    7.39529E-10   -2.72570E-01   -3.66721E-01
    7.34706E-10   -3.22400E-01   -3.80121E-01
    7.29882E-10   -3.65770E-01   -3.91246E-01
    7.25059E-10   -4.27910E-01   -3.95693E-01
    7.20235E-10   -3.58110E-01   -3.96386E-01
    7.15412E-10   -3.87940E-01   -4.08954E-01
    7.10588E-10   -3.81870E-01   -4.09726E-01
    7.05765E-10   -4.06130E-01   -4.15950E-01
    7.00941E-10   -3.77790E-01   -4.20891E-01
    6.96118E-10   -3.93170E-01   -4.26838E-01
    6.91294E-10   -4.22520E-01   -4.30794E-01
    6.86471E-10   -4.05800E-01   -4.25407E-01
    6.81647E-10   -4.34140E-01   -4.21972E-01
