    6.76823E-10   -4.71230E-01   -4.14058E-01
    6.72000E-10   -3.94880E-01   -4.08797E-01
    6.67176E-10   -4.37890E-01   -4.13508E-01
    6.62353E-10   -4.50600E-01   -4.09003E-01
    6.57529E-10   -4.31310E-01   -4.07519E-01
    6.52706E-10   -4.28780E-01   -4.16020E-01
    6.47882E-10   -3.74030E-01   -4.24948E-01
    6.43059E-10   -3.74890E-01   -4.40693E-01
    6.38235E-10   -3.62910E-01   -4.51492E-01
    6.33412E-10   -4.23880E-01   -4.68659E-01
    6.28588E-10   -4.37280E-01   -4.82761E-01
    6.23765E-10   -3.97350E-01   -4.95188E-01
    6.18941E-10   -4.37240E-01   -5.14531E-01
    6.14118E-10   -5.07820E-01   -5.24079E-01
    6.09294E-10   -5.09130E-01   -5.25436E-01
    6.04471E-10   -5.15740E-01   -5.27700E-01
    5.99647E-10   -4.72080E-01   -5.27669E-01
    5.94824E-10   -5.17410E-01   -5.34329E-01
    5.90000E-10   -5.50800E-01   -5.34187E-01
    5.85176E-10   -5.49120E-01   -5.34011E-01
    5.80353E-10   -5.71440E-01   -5.39788E-01
    5.75529E-10   -5.23170E-01   -5.43602E-01
    5.70706E-10   -5.20030E-01   -5.59824E-01
    5.65882E-10   -5.29510E-01   -5.68687E-01
    5.61059E-10   -5.15460E-01   -5.79224E-01
    5.56235E-10   -5.32020E-01   -5.84273E-01
    5.51412E-10   -5.16130E-01   -5.92780E-01
    5.46588E-10   -5.49220E-01   -6.04696E-01
    5.41765E-10   -6.01110E-01   -6.06779E-01
    5.36941E-10   -6.05770E-01   -6.01681E-01
    5.32118E-10   -6.69170E-01   -6.06353E-01
    5.27294E-10   -5.99790E-01   -6.08857E-01
    5.22471E-10   -6.24350E-01   -6.26204E-01
    5.17647E-10   -5.60900E-01   -6.36856E-01
    5.12824E-10   -6.08580E-01   -6.54946E-01
    5.08000E-10   -6.23370E-01   -6.61583E-01
    5.03176E-10   -5.67970E-01   -6.73979E-01
    4.98353E-10   -5.55230E-01   -6.86196E-01
    4.93529E-10   -6.47820E-01   -6.96214E-01
    4.88706E-10   -6.91700E-01   -6.99677E-01
    4.83882E-10   -7.55920E-01   -7.04974E-01
    4.79059E-10   -7.20210E-01   -7.09089E-01
    4.74235E-10   -7.23710E-01   -7.21853E-01
    4.69412E-10   -6.68320E-01   -7.22281E-01
    4.64588E-10   -7.34930E-01   -7.33307E-01
    4.59765E-10   -6.77920E-01   -7.40280E-01
    4.54941E-10   -6.45400E-01   -7.60048E-01
    4.50118E-10   -6.78980E-01   -7.76629E-01
    4.45294E-10   -7.39380E-01   -7.93577E-01
    4.40471E-10   -7.92950E-01   -8.00661E-01
    4.35647E-10   -8.35090E-01   -8.03786E-01
    4.30823E-10   -7.27560E-01   -8.03310E-01
    4.26000E-10   -7.67550E-01   -8.13559E-01
    4.21176E-10   -7.97690E-01   -8.15980E-01
    4.16353E-10   -8.55830E-01   -8.20671E-01
    4.11529E-10   -7.94630E-01   -8.22791E-01
    4.06706E-10   -8.31510E-01   -8.34102E-01
    4.01882E-10   -8.03140E-01   -8.40029E-01
    3.97059E-10   -8.21070E-01   -8.52324E-01
    3.92235E-10   -8.30810E-01   -8.63131E-01
    3.87412E-10   -8.19800E-01   -8.77183E-01
    3.82588E-10   -7.89340E-01   -8.94932E-01
    3.77765E-10   -8.39910E-01   -9.18543E-01
    3.72941E-10   -8.74910E-01   -9.44052E-01
    3.68118E-10   -8.96430E-01   -9.64916E-01
    3.63294E-10   -8.84850E-01   -9.87489E-01
    3.58471E-10   -9.13800E-01   -1.00925E+00
    3.53647E-10   -9.18330E-01   -1.02865E+00
    3.48824E-10   -9.57280E-01   -1.04557E+00
    3.44000E-10   -9.79540E-01   -1.06185E+00
    3.39176E-10   -1.00184E+00   -1.07645E+00
    3.34353E-10   -1.06949E+00   -1.09185E+00
    3.29529E-10   -1.06268E+00   -1.10209E+00
    3.24706E-10   -1.09959E+00   -1.11706E+00
    3.19882E-10   -1.08074E+00   -1.13457E+00
    3.15059E-10   -1.08836E+00   -1.15377E+00
    3.10235E-10   -1.07061E+00   -1.16728E+00
    3.05412E-10   -1.10379E+00   -1.18670E+00
    3.00588E-10   -1.11097E+00   -1.20395E+00
    2.95765E-10   -1.14045E+00   -1.22274E+00
    2.90941E-10   -1.16160E+00   -1.24167E+00
    2.86118E-10   -1.19741E+00   -1.25882E+00
    2.81294E-10   -1.25721E+00   -1.28039E+00
    2.76471E-10   -1.25352E+00   -1.29801E+00
    2.71647E-10   -1.20999E+00   -1.32182E+00
    2.66824E-10   -1.24538E+00   -1.35196E+00
    2.62000E-10   -1.25900E+00   -1.37887E+00
    2.57176E-10   -1.28010E+00   -1.41139E+00
    2.52353E-10   -1.31086E+00   -1.44032E+00
    2.47529E-10   -1.31592E+00   -1.46340E+00
    2.42706E-10   -1.39150E+00   -1.49139E+00
    2.37882E-10   -1.41578E+00   -1.51459E+00
    2.33059E-10   -1.46784E+00   -1.54635E+00
    2.28235E-10   -1.48123E+00   -1.57622E+00
    2.23412E-10   -1.48760E+00   -1.60488E+00
    2.18588E-10   -1.55167E+00   -1.64371E+00
    2.13765E-10   -1.54052E+00   -1.67888E+00
    2.08941E-10   -1.51856E+00   -1.71761E+00
    2.04118E-10   -1.56778E+00   -1.75829E+00
    1.99294E-10   -1.60031E+00   -1.78890E+00
    1.94471E-10   -1.70160E+00   -1.82725E+00
    1.89647E-10   -1.73670E+00   -1.85605E+00
    1.84823E-10   -1.73921E+00   -1.89032E+00
    1.80000E-10   -1.83701E+00   -1.92618E+00
    1.75176E-10   -1.86825E+00   -1.95776E+00
    1.70353E-10   -1.88908E+00   -1.99459E+00
    1.65529E-10   -1.88468E+00   -2.03617E+00
    1.60706E-10   -1.84328E+00   -2.08428E+00
    1.55882E-10   -1.94544E+00   -2.14394E+00
    1.51059E-10   -1.96077E+00   -2.19126E+00
    1.46235E-10   -2.04519E+00   -2.25103E+00
    1.41412E-10   -2.06192E+00   -2.30746E+00
    1.36588E-10   -2.12125E+00   -2.36422E+00
    1.31765E-10   -2.19973E+00   -2.42283E+00
    1.26941E-10   -2.26330E+00   -2.48059E+00
    1.22118E-10   -2.31763E+00   -2.53633E+00
    1.17294E-10   -2.38023E+00   -2.60013E+00
    1.12471E-10   -2.37134E+00   -2.66680E+00
    1.07647E-10   -2.49867E+00   -2.74737E+00
    1.02824E-10   -2.55303E+00   -2.82108E+00
    9.80000E-11   -2.57283E+00   -2.89993E+00
    9.31765E-11   -2.64870E+00   -2.98431E+00
    8.83529E-11   -2.71960E+00   -3.06189E+00
    8.35294E-11   -2.76494E+00   -3.14947E+00
    7.87059E-11   -2.89185E+00   -3.23442E+00
    7.38823E-11   -2.98024E+00   -3.32274E+00
    6.90588E-11   -3.09651E+00   -3.41663E+00
    6.42353E-11   -3.16198E+00   -3.51589E+00
    5.94117E-11   -3.26273E+00   -3.62322E+00
    5.45882E-11   -3.33222E+00   -3.73104E+00
    4.97646E-11   -3.34698E+00   -3.84269E+00
    4.49412E-11   -3.50775E+00   -3.97108E+00
    4.01176E-11   -3.52955E+00   -4.09318E+00
    3.52941E-11   -3.68670E+00   -4.23097E+00
    3.04705E-11   -3.82524E+00   -4.36808E+00
    2.56470E-11   -3.98987E+00   -4.51897E+00
    2.08235E-11   -4.12794E+00   -4.67347E+00
    1.60000E-11   -4.23313E+00   -4.84504E+00
    1.11765E-11   -4.33706E+00   -5.03982E+00
    6.35292E-12   -4.50251E+00   -5.28431E+00
    1.52944E-12   -4.60660E+00   -5.55479E+00
   -3.29414E-12   -4.76964E+00   -5.89665E+00
   -8.11762E-12   -4.92074E+00   -6.30330E+00
   -1.29412E-11   -5.18323E+00   -6.79958E+00
   -1.77647E-11   -5.38038E+00   -7.39760E+00
   -2.25883E-11   -5.67207E+00   -8.11519E+00
   -2.74117E-11   -5.98617E+00   -8.95391E+00
   -3.22353E-11   -6.53744E+00   -9.91427E+00
   -3.70588E-11   -6.93684E+00   -1.09672E+01
   -4.18824E-11   -7.68335E+00   -1.21236E+01
   -4.67059E-11   -8.42944E+00   -1.32970E+01
   -5.15294E-11   -9.38733E+00   -1.44955E+01
   -5.63529E-11   -1.05654E+01   -1.56671E+01
   -6.11765E-11   -1.18387E+01   -1.67629E+01
   -6.60000E-11   -1.32205E+01   -1.77655E+01
   -7.08236E-11   -1.46295E+01   -1.86563E+01
   -7.56470E-11   -1.60140E+01   -1.94118E+01
   -8.04706E-11   -1.73442E+01   -2.00352E+01
   -8.52941E-11   -1.82440E+01   -2.05279E+01
   -9.01177E-11   -1.92157E+01   -2.09322E+01
   -9.49412E-11   -1.99320E+01   -2.12358E+01
   -9.97648E-11   -2.04272E+01   -2.14717E+01
   -1.04588E-10   -2.08621E+01   -2.16566E+01
   -1.09412E-10   -2.12383E+01   -2.17952E+01
   -1.14235E-10   -2.14288E+01   -2.18888E+01
   -1.19059E-10   -2.16242E+01   -2.19712E+01
   -1.23882E-10   -2.17792E+01   -2.20196E+01
   -1.28706E-10   -2.18826E+01   -2.20603E+01
   -1.33529E-10   -2.19483E+01   -2.20918E+01
   -1.38353E-10   -2.20543E+01   -2.21056E+01
   -1.43176E-10   -2.20913E+01   -2.21058E+01
   -1.48000E-10   -2.21098E+01   -2.20942E+01
   -1.52824E-10   -2.20804E+01   -2.20640E+01
   -1.57647E-10   -2.21703E+01   -2.20226E+01
   -1.62471E-10   -2.20603E+01   -2.19501E+01
   -1.67294E-10   -2.21453E+01   -2.18643E+01
   -1.72118E-10   -2.21659E+01   -2.17393E+01
   -1.76941E-10   -2.20730E+01   -2.15777E+01
   -1.81765E-10   -2.20563E+01   -1.91251E+01
   -1.86588E-10   -2.19862E+01   -1.66744E+01
   -1.91412E-10   -2.18383E+01   -1.42315E+01
   -1.96235E-10   -2.17074E+01   -1.18050E+01
   -2.01059E-10   -2.15178E+01    0.00000E+00
   -2.05882E-10   -2.12886E+01    0.00000E+00
   -2.10706E-10   -2.10199E+01    0.00000E+00
   -2.15529E-10   -2.07115E+01    0.00000E+00
